,Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
296,18,1,1,3,0,3,3,1,2,3,0,1420,25233,1,0,0,0,0,0,0,0
297,35,0,0,16,3,3,3,3,0,2,1,8020,5100,0,0,2,12,11,9,6,9
298,36,0,1,18,0,3,4,1,2,4,1,3688,7122,4,0,2,4,1,0,0,0
299,51,0,1,2,2,4,1,2,3,2,2,5482,16321,5,0,1,13,4,1,1,2
300,41,0,0,2,0,4,3,4,5,2,0,16015,15896,1,0,0,22,22,10,0,4
301,18,0,0,10,2,4,2,1,6,3,0,1200,9724,1,0,0,0,0,0,0,0
302,28,0,1,16,2,2,4,2,4,1,0,5661,4824,0,0,0,9,8,3,0,7
303,31,0,0,7,4,2,4,2,0,4,1,6929,12241,4,0,1,10,8,7,7,7
304,39,0,1,1,2,3,4,3,4,4,2,9613,10942,0,0,3,19,18,10,3,7
305,36,0,1,24,0,2,3,2,2,2,1,5674,6927,7,0,1,11,9,8,0,8
306,32,0,0,7,0,4,2,2,0,3,1,5484,16985,1,0,1,13,13,8,4,8
307,38,0,1,25,0,1,2,3,7,2,1,12061,26707,3,0,1,19,10,8,0,1
308,58,0,1,1,0,4,1,2,4,3,2,5660,17056,2,1,1,12,5,3,1,2
309,31,0,1,5,4,3,3,1,1,4,1,4821,10077,0,1,1,6,5,2,0,3
310,31,0,2,2,5,1,2,2,8,1,1,6410,17822,3,0,0,9,2,2,1,0
311,45,0,1,7,0,1,3,3,2,1,2,5210,20308,1,0,1,24,24,9,9,11
312,31,0,1,2,0,3,3,1,1,4,2,2695,7747,0,1,1,3,2,2,2,2
313,33,0,1,5,0,4,3,3,5,2,1,11878,23364,6,0,2,12,10,6,8,8
314,39,0,1,10,2,3,3,4,5,1,1,17068,5355,1,1,0,21,21,9,11,10
315,43,0,1,10,0,3,3,1,2,4,0,2455,10675,0,0,0,9,8,7,1,7
316,49,0,1,1,4,3,2,4,4,3,0,13964,17810,7,1,0,25,7,1,0,7
317,52,1,1,8,2,3,2,2,1,2,1,4941,17747,2,0,0,11,8,2,7,7
318,27,0,1,5,0,3,3,1,1,2,0,2478,20938,1,1,0,4,4,3,1,2
319,32,0,0,8,4,3,2,2,0,2,1,5228,24624,1,1,0,13,13,12,11,9
320,27,0,0,2,0,4,3,2,0,3,0,4478,5242,1,1,0,5,5,4,0,4
321,31,0,0,7,3,4,3,2,0,4,2,7547,7143,4,0,3,13,7,7,1,7
322,32,0,1,2,2,1,4,2,1,4,0,5055,10557,7,0,0,10,7,7,0,7
323,28,1,1,2,2,1,1,1,1,4,1,3464,24737,5,1,0,5,3,2,2,2
324,30,0,1,28,2,4,3,2,1,4,1,5775,11934,1,0,2,11,10,8,1,9
325,31,0,1,7,0,3,2,3,3,3,1,8943,14034,1,0,1,10,10,9,8,9
326,39,0,1,7,2,3,2,5,5,4,1,19272,21141,1,0,1,21,21,9,13,3
327,39,1,0,3,2,4,3,2,0,3,1,5238,17778,4,1,0,12,1,0,0,0
328,33,0,0,10,3,2,2,2,0,4,0,4682,4317,3,0,0,9,7,7,0,1
329,47,0,1,5,0,4,3,5,7,3,1,18300,16375,4,0,1,21,3,2,1,1
330,43,0,1,10,0,3,2,2,2,3,2,5257,6227,1,0,1,9,9,7,0,0
331,27,0,0,1,3,3,3,2,0,2,1,6349,22107,0,1,1,6,5,4,1,4
332,54,0,1,20,0,4,3,2,1,3,0,4869,16885,3,0,0,20,4,3,0,3
333,43,0,1,7,0,3,3,3,4,1,1,9985,9262,8,0,1,10,1,0,0,0
334,45,0,1,8,1,4,3,2,1,4,1,3697,9278,9,0,2,12,10,9,9,8
335,40,0,0,1,2,2,1,2,0,4,1,7457,13273,2,1,3,6,4,3,0,2
336,29,1,1,8,1,2,1,1,2,1,1,2119,4759,1,1,0,7,7,7,0,7
337,29,0,1,9,1,2,2,1,2,4,0,3983,7621,0,0,0,4,3,2,2,2
338,30,0,0,5,3,4,2,2,0,3,2,6118,5431,1,0,3,10,10,9,1,2
339,27,0,0,8,3,2,3,2,0,2,1,6214,3415,1,0,1,8,8,7,0,7
340,37,0,1,5,2,4,3,2,3,4,2,6347,23177,7,0,2,8,6,2,0,4
341,38,0,1,15,0,3,2,3,7,4,2,11510,15682,0,1,1,12,11,10,2,9
342,31,0,1,7,2,3,3,3,3,4,0,7143,25713,1,1,0,11,11,9,4,10
343,29,0,0,10,3,4,2,2,0,2,2,8268,11866,1,1,2,7,7,7,1,7
344,35,0,1,5,4,3,3,3,3,2,0,8095,18264,0,0,0,17,16,6,0,13
345,23,0,1,26,0,3,3,1,1,4,2,2904,16092,1,0,2,4,4,2,0,2
346,41,0,1,6,2,4,2,2,3,2,0,6032,10110,6,1,0,8,5,4,1,2
347,47,0,0,4,2,2,3,2,6,3,0,2976,25751,3,0,0,5,0,0,0,0
348,42,0,1,23,0,1,3,4,7,4,0,15992,15901,2,0,0,16,1,0,0,0
349,29,0,0,2,0,4,3,2,0,3,1,4649,16928,1,0,1,4,4,3,0,2
350,42,0,2,2,4,3,3,1,8,3,2,2696,24017,0,1,1,4,3,2,1,0
351,32,0,1,2,2,3,3,1,2,2,1,2370,3956,1,0,1,8,8,0,0,7
352,48,0,0,29,2,1,3,3,5,3,1,12504,23978,3,0,1,15,0,0,0,0
353,37,0,1,6,2,3,4,2,1,1,2,5974,17001,4,1,2,13,7,7,6,7
354,30,0,0,25,4,4,3,2,0,3,1,4736,6069,7,1,1,4,2,2,2,2
355,26,0,0,1,0,3,3,2,0,3,1,5296,20156,1,0,1,8,8,7,7,7
356,42,0,1,2,1,1,2,2,4,4,0,6781,17078,3,0,0,14,1,0,0,0
357,21,1,0,1,4,1,2,1,6,2,0,2174,9150,1,1,0,3,3,2,1,2
358,36,0,0,1,2,4,3,2,0,4,0,6653,15276,4,0,0,7,1,0,0,0
359,36,0,0,3,2,1,2,3,0,4,1,9699,7246,4,0,1,16,13,9,1,12
360,57,0,1,1,2,4,3,2,4,3,1,6755,2967,2,0,0,15,3,2,1,2
361,40,0,1,10,0,4,4,1,2,3,1,2213,22495,3,1,1,10,7,7,1,7
362,21,0,0,9,2,1,3,1,6,4,0,2610,2851,1,0,0,3,3,2,2,2
363,33,1,0,5,3,4,3,1,6,3,0,2851,9150,1,1,0,1,1,0,0,0
364,37,0,1,10,2,3,3,1,2,1,1,3452,17663,6,0,1,17,5,4,0,3
365,46,0,1,7,2,3,3,2,3,3,1,5258,16044,2,0,0,7,1,0,0,0
366,41,1,0,4,3,1,3,2,0,2,0,9355,9558,1,0,0,8,8,7,7,7
367,50,0,1,10,4,4,2,3,4,4,0,10496,2755,6,0,0,20,4,3,1,3
368,40,1,0,22,3,3,2,2,0,3,1,6380,6110,2,1,2,8,6,4,1,0
369,31,0,1,9,0,3,2,1,1,2,0,2657,7551,0,1,0,3,2,2,2,2
370,21,1,0,12,0,3,4,1,6,2,0,2716,25422,1,0,0,1,1,0,0,0
371,29,0,1,23,0,4,3,1,1,4,0,2201,18168,9,0,0,6,3,2,1,2
372,35,0,1,9,0,3,2,2,4,2,0,6540,19394,9,0,0,10,1,1,0,0
373,27,0,1,1,2,4,3,1,2,2,2,3816,17881,1,0,1,5,5,2,0,4
374,28,0,0,9,0,2,3,2,0,4,0,5253,20750,1,0,0,7,7,5,0,7
375,49,0,1,7,1,2,2,3,4,3,0,10965,12066,8,0,0,26,5,2,0,0
376,51,0,0,14,0,3,3,2,0,4,1,4936,14862,4,0,1,18,7,7,0,7
377,36,0,1,2,0,4,3,1,1,3,1,2543,11868,4,0,1,6,2,2,2,2
378,34,1,0,19,3,1,4,2,0,4,0,5304,4652,8,1,0,9,5,2,0,4
379,55,0,1,2,0,3,3,4,5,4,0,16659,23258,2,1,0,30,5,4,1,2
380,24,0,0,10,3,4,3,2,0,3,2,4260,5915,1,1,1,5,5,2,0,3
381,30,0,0,2,4,3,3,1,6,2,1,2476,17434,1,0,1,1,1,0,0,0
382,26,1,1,3,4,3,3,1,1,1,0,3102,6582,0,0,0,7,6,4,0,4
383,22,0,1,11,2,1,3,1,1,2,1,2244,24440,1,0,1,2,2,1,1,2
384,36,0,0,2,2,2,2,3,0,3,1,7596,3809,1,0,2,10,10,9,9,0
385,30,1,1,4,4,3,3,1,1,4,0,2285,3427,9,1,0,3,1,0,0,0
386,37,0,1,14,0,4,3,1,2,1,2,3034,26914,1,0,1,18,18,7,12,17
387,40,0,0,2,3,4,3,2,0,2,2,5715,22553,7,0,2,8,5,4,1,3
388,42,0,1,1,0,2,3,1,2,1,2,2576,20490,3,0,1,8,5,2,1,2
389,37,0,1,10,0,3,3,2,3,2,0,4197,21123,2,1,0,18,1,0,0,1
390,43,0,1,12,0,1,2,4,7,2,2,14336,4345,1,0,1,25,25,10,3,9
391,40,0,1,2,2,2,2,2,2,3,1,3448,13436,6,0,1,20,1,0,0,0
392,54,0,1,5,2,1,3,5,7,1,1,19406,8509,4,0,1,24,4,2,1,2
393,34,0,0,4,3,3,3,2,0,3,1,6538,12740,9,0,1,6,3,2,1,2
394,31,0,1,7,2,2,3,2,3,1,1,4306,4156,1,0,1,13,13,10,3,12
395,43,0,1,21,2,4,3,1,2,4,1,2258,15238,7,0,1,8,3,2,1,2
396,43,0,1,8,1,3,3,2,4,3,2,4522,2227,4,1,0,8,5,2,0,2
397,25,0,0,4,0,2,2,2,0,4,0,4487,12090,1,1,0,5,5,4,1,3
398,37,0,1,25,2,2,3,2,1,3,1,4449,23866,3,1,2,15,13,11,10,7
399,31,0,1,1,0,4,2,1,2,1,1,2218,16193,1,0,1,4,4,2,3,2
400,39,0,1,1,0,2,3,5,5,3,2,19197,8213,1,1,1,21,21,8,1,6
401,56,0,0,6,0,3,4,4,0,1,1,13212,18256,9,0,3,36,7,7,7,7
402,30,0,0,12,4,2,3,2,0,3,0,6577,19558,0,0,0,6,5,4,4,4
403,41,0,0,1,3,2,4,3,0,1,1,8392,19566,1,0,1,10,10,7,0,7
404,28,0,1,17,2,3,3,2,2,1,2,4558,13535,1,0,1,10,10,0,1,8
405,25,1,1,3,2,1,3,1,2,1,1,4031,9396,5,0,1,6,2,2,0,2
406,52,0,1,3,2,4,2,3,3,3,1,7969,19609,2,1,0,28,5,4,0,4
407,45,0,1,10,0,1,3,1,1,4,1,2654,9655,3,0,2,8,2,2,0,2
408,52,0,1,4,0,4,3,4,5,4,1,16555,10310,2,0,0,31,5,2,1,4
409,42,0,1,29,0,1,3,2,1,3,2,4556,12932,2,0,1,19,5,4,0,2
410,30,0,1,2,0,3,1,2,3,4,0,6091,24793,2,0,0,11,5,4,0,2
411,60,0,1,7,0,1,3,5,5,1,1,19566,3854,5,0,0,33,29,8,11,10
412,46,0,1,18,2,3,3,2,3,3,2,4810,26314,2,0,1,19,10,7,0,8
413,42,0,1,28,4,4,2,2,4,4,1,4523,4386,0,0,3,7,6,5,0,4
414,24,1,0,1,4,1,3,1,6,2,0,3202,21972,1,1,0,6,5,3,1,4
415,34,1,0,6,3,4,1,1,6,3,2,2351,12253,0,0,1,3,2,2,1,0
416,38,0,1,2,0,4,3,1,2,4,1,1702,12106,1,1,1,1,1,0,0,0
417,40,0,0,2,0,3,3,5,5,3,1,18041,13022,0,0,0,21,20,15,1,12
418,26,0,1,23,0,1,3,1,1,4,2,2886,3032,1,0,2,3,3,2,0,2
419,30,0,1,3,0,3,3,1,2,4,1,2097,16734,4,0,1,9,5,3,1,4
420,29,0,1,3,2,2,2,3,7,3,1,11935,21526,1,0,0,10,10,2,0,7
421,29,1,1,25,4,3,2,1,1,2,1,2546,18300,5,0,0,6,2,2,1,1
422,19,1,2,2,4,1,2,1,8,4,0,2564,18437,1,0,0,1,1,0,0,0
423,30,0,0,22,1,3,3,3,0,1,1,8412,2890,0,0,0,10,9,8,7,8
424,57,0,0,29,3,1,2,4,5,4,2,14118,22102,3,0,1,32,1,0,0,0
425,50,0,1,29,0,2,2,4,5,3,1,17046,9314,0,0,1,28,27,10,15,7
426,30,0,1,2,2,3,3,1,2,4,0,2564,7181,0,0,0,12,11,7,6,7
427,60,0,0,28,3,3,2,3,0,1,1,10266,2845,4,0,0,22,18,13,13,11
428,47,0,1,2,2,1,3,2,3,4,2,5070,7389,5,0,3,20,5,0,0,4
429,46,0,1,2,0,1,3,4,7,3,1,17861,2288,6,0,0,26,3,2,0,1
430,35,0,1,22,0,4,1,1,2,3,0,4230,19225,0,0,0,6,5,4,4,3
431,54,0,1,8,0,3,3,2,2,3,0,3780,23428,7,0,0,19,1,0,0,0
432,34,0,1,2,0,4,2,1,1,3,2,2768,8416,3,0,1,14,7,3,5,7
433,46,0,0,10,3,3,2,3,0,4,1,9071,11563,2,1,1,15,3,2,1,2
434,31,0,1,9,0,3,3,3,3,2,2,10648,14394,1,0,1,13,13,8,0,8
435,33,1,1,15,2,2,3,3,5,3,1,13610,24619,7,1,0,15,7,6,7,7
436,33,1,1,10,2,1,1,1,2,4,2,3408,6705,7,0,3,8,4,3,1,3
437,30,0,0,7,3,4,3,1,6,2,0,2983,18398,0,0,0,4,3,2,1,2
438,35,0,1,16,0,4,3,3,4,3,1,7632,14295,4,1,0,10,8,7,0,0
439,31,1,1,20,0,1,3,3,4,3,1,9824,22908,3,0,0,12,1,0,0,0
440,34,1,2,23,5,2,3,3,8,1,2,9950,11533,9,1,3,11,3,2,0,2
441,42,0,1,5,1,2,3,1,2,3,1,2093,9260,4,0,1,8,2,2,2,0
442,36,0,0,10,2,2,3,3,0,4,0,9980,15318,1,0,0,10,10,3,9,7
443,22,1,1,4,4,3,2,1,2,3,0,3894,9129,5,0,0,4,2,2,1,2
444,48,0,0,2,3,2,3,2,0,4,1,4051,19658,2,0,1,14,9,7,6,7
445,55,0,0,18,0,1,3,4,5,2,0,16835,9873,3,0,0,37,10,9,7,7
446,41,0,0,10,0,4,3,2,0,4,0,6230,13430,7,0,0,16,14,3,1,10
447,35,0,0,1,3,2,3,2,0,3,1,4717,18659,9,0,0,15,11,9,6,9
448,40,0,1,6,0,2,3,4,3,3,0,13237,20364,7,0,0,22,20,6,5,13
449,39,0,1,8,0,3,3,1,2,3,1,3755,17872,1,0,1,8,8,3,0,7
450,31,0,0,2,0,2,3,2,0,4,0,6582,8346,4,1,0,10,6,5,0,5
451,42,0,1,24,2,4,3,3,3,1,1,7406,6950,1,1,1,10,10,9,5,8
452,45,0,0,2,1,4,3,2,0,2,1,4805,16177,0,0,1,9,8,7,3,7
453,26,1,2,17,0,2,3,1,8,3,2,2741,22808,0,1,1,8,7,7,1,0
454,29,0,1,19,4,4,3,2,3,4,2,4262,22645,4,0,2,8,3,2,1,2
455,33,0,1,1,2,1,4,4,7,3,2,16184,22578,4,0,1,10,6,1,0,5
456,31,0,0,7,0,3,2,3,5,4,2,11557,25291,9,0,1,10,5,4,0,1
457,18,1,0,5,3,2,3,1,6,2,0,1878,8059,1,1,0,0,0,0,0,0
458,40,0,0,28,1,3,1,3,0,1,2,10932,11373,3,0,1,20,1,0,0,1
459,41,0,1,2,1,1,2,2,4,3,0,6811,2112,2,1,0,10,8,7,0,7
460,26,0,0,29,2,1,3,2,0,3,2,4306,4267,5,0,2,8,0,0,0,0
461,35,0,0,1,2,1,3,2,0,3,0,4859,6698,1,0,0,5,5,4,0,3
462,34,0,0,21,0,4,4,2,0,4,0,5337,19921,1,0,0,10,10,7,5,7
463,26,1,1,24,4,3,1,1,2,4,0,2340,23213,1,1,0,1,1,0,0,0
464,37,0,1,1,4,2,3,3,3,4,0,7491,23848,4,0,0,12,6,5,1,2
465,46,0,1,18,2,1,3,3,4,3,1,10527,8984,5,0,0,28,2,2,1,2
466,41,0,0,2,0,2,3,4,5,1,1,16595,5626,7,0,1,22,18,16,11,8
467,37,0,0,9,2,1,3,3,0,2,2,8834,24666,1,0,1,9,9,5,7,7
468,52,0,1,6,4,4,3,2,1,1,2,5577,22087,3,1,2,18,10,9,6,9
469,32,1,0,11,1,4,4,2,0,3,1,4707,23914,8,0,0,6,4,2,1,2
470,24,0,0,24,2,4,3,1,6,4,1,2400,5530,0,0,2,3,2,2,2,1
471,38,0,1,10,2,3,3,2,4,3,1,9824,22174,3,0,1,18,1,0,0,0
472,37,0,1,1,0,2,3,2,3,2,1,6447,15701,6,0,1,8,6,5,4,3
473,49,0,1,18,0,4,2,5,7,3,2,19502,2125,1,1,1,31,31,9,0,9
474,24,0,1,23,2,2,4,1,1,4,1,2725,21630,1,1,2,6,6,5,1,4
475,26,0,0,28,3,1,3,2,0,2,1,6272,7428,1,0,2,6,5,3,1,4
476,24,0,1,17,1,4,2,1,2,2,1,2127,9100,1,0,1,1,1,0,0,0
477,50,0,2,3,2,1,3,5,5,2,1,18200,7999,1,0,1,32,32,5,10,7
478,25,0,0,13,2,2,3,1,6,3,1,2096,26376,1,0,0,7,7,4,0,6
479,24,1,1,7,0,1,3,1,2,3,1,2886,14168,1,1,1,6,6,3,1,2
480,30,1,0,12,0,2,2,1,6,1,1,2033,14470,1,0,1,1,1,0,0,0
481,34,0,1,1,0,2,2,1,1,4,1,3622,22794,1,1,1,6,6,5,1,3
482,31,1,0,13,2,2,3,2,0,1,2,4233,11512,2,0,0,9,3,1,1,2
483,35,0,1,25,1,1,2,2,2,4,0,3681,14004,4,0,0,9,3,2,0,2
484,31,0,0,6,2,1,4,2,0,4,2,5460,6219,4,0,2,13,7,7,5,7
485,27,0,1,6,2,1,2,1,1,3,2,2187,5013,0,0,2,6,5,3,0,3
486,37,0,0,2,3,4,3,2,0,3,1,9602,3010,4,1,1,17,3,0,1,0
487,20,0,1,1,0,4,2,1,1,2,0,2836,11757,1,0,0,1,1,0,0,0
488,42,0,1,2,0,3,3,2,4,4,1,4089,5718,1,0,2,10,10,2,2,2
489,43,0,1,6,1,2,2,4,7,4,2,16627,2671,4,1,1,21,1,0,0,0
490,38,0,1,1,0,3,3,1,1,1,0,2619,14561,3,0,0,8,0,0,0,0
491,43,0,1,9,2,4,3,2,2,3,2,5679,19627,3,1,1,10,8,7,4,7
492,48,0,1,1,0,4,2,4,5,1,1,15402,17997,7,0,1,21,3,2,0,2
493,44,0,2,1,0,1,2,2,8,3,0,5985,26894,4,0,0,10,2,2,0,2
494,34,0,0,14,4,3,3,1,6,3,2,2579,2912,1,1,2,8,8,2,0,6
495,27,1,0,2,3,3,3,1,6,1,2,3041,16346,0,0,1,5,4,3,0,2
496,21,0,0,22,4,3,3,1,6,3,0,3447,24444,1,0,0,3,3,2,1,2
497,44,0,1,3,1,4,3,5,5,4,1,19513,9358,4,1,1,26,2,2,0,1
498,22,0,1,6,2,1,3,1,1,3,1,2773,12145,0,0,0,3,2,2,2,2
499,33,0,0,8,3,3,3,2,0,3,2,7104,20431,0,0,0,6,5,0,1,2
500,32,0,1,9,0,1,3,2,1,4,1,6322,18089,1,1,1,6,6,4,0,5
501,30,0,1,3,2,3,3,1,1,3,2,2083,22653,1,0,1,1,1,0,0,0
502,53,0,0,1,2,4,3,2,0,1,0,8381,7507,7,0,0,18,14,7,8,10
503,34,0,1,1,0,2,3,1,1,4,1,2691,7660,1,0,1,10,10,9,8,8
504,45,1,0,26,0,1,3,2,0,1,1,4286,5630,2,0,2,5,1,1,0,0
505,26,0,1,6,0,3,3,1,2,4,1,2659,17759,1,1,1,3,3,2,0,2
506,37,0,1,3,1,3,3,3,3,3,1,9434,9606,1,0,1,10,10,7,7,8
507,29,0,0,3,2,2,3,2,0,3,1,5561,3487,1,0,1,6,6,0,1,2
508,35,0,1,6,0,2,1,2,1,4,0,6646,19368,1,0,0,17,17,11,11,8
509,33,0,1,6,0,3,3,2,4,4,2,7725,5335,3,0,1,15,13,11,4,7
510,54,0,2,19,2,3,3,3,8,2,1,10725,6729,2,0,1,16,9,7,7,1
511,36,0,1,9,2,2,2,2,3,2,2,8847,13934,2,1,1,13,3,2,0,2
512,27,0,1,3,2,1,2,1,1,4,0,2045,15174,0,0,0,5,4,2,1,1
513,20,1,1,10,2,4,3,1,1,3,0,1009,26999,1,1,0,1,1,0,1,1
514,33,1,1,3,0,1,3,1,1,1,0,3348,3164,1,1,0,10,10,8,9,7
515,35,0,1,3,0,3,2,1,2,3,1,1281,16900,1,0,2,1,1,0,0,0
516,23,0,1,4,2,1,4,1,1,1,1,2819,8544,2,0,1,5,3,2,0,2
517,25,0,0,8,0,4,4,2,0,2,1,4851,15678,0,0,1,4,3,2,1,2
518,38,0,0,7,3,4,2,2,0,4,0,4028,7791,0,0,0,8,7,7,0,5
519,29,0,1,1,0,2,1,1,1,4,2,2720,18959,1,0,1,10,10,7,2,8
520,48,0,0,2,3,2,4,2,0,2,1,8120,18597,3,0,0,12,2,2,2,2
521,27,0,0,3,2,4,4,2,0,4,2,4647,16673,1,1,2,6,6,5,0,4
522,37,0,1,10,0,4,4,1,1,4,0,4680,15232,3,0,0,4,1,0,0,0
523,50,0,1,28,2,4,4,1,2,3,1,3221,3297,1,1,3,20,20,8,3,8
524,34,0,1,9,2,4,2,3,4,2,0,8621,17654,1,0,0,9,8,7,7,7
525,24,1,0,3,0,1,3,2,0,3,0,4577,24785,9,0,0,4,2,2,2,0
526,39,0,1,2,4,4,2,2,4,3,0,4553,20978,1,0,0,20,20,7,11,10
527,32,0,0,10,3,4,3,2,0,4,0,5396,21703,1,0,0,10,10,7,0,8
528,50,1,0,8,4,2,3,2,0,3,1,6796,23452,3,1,1,18,4,3,1,3
529,38,0,1,1,0,2,4,2,4,4,0,7625,19383,0,0,0,10,9,7,1,8
530,27,0,1,1,0,3,3,3,3,1,1,7412,6009,1,0,0,9,9,7,0,7
531,32,0,1,3,0,3,3,3,7,4,0,11159,19373,3,0,0,10,7,7,7,7
532,47,0,0,14,3,4,3,2,0,1,0,4960,11825,2,0,0,20,7,7,1,7
533,40,0,0,5,0,4,2,3,0,1,1,10475,23772,5,1,1,20,18,13,1,12
534,53,0,1,7,0,3,4,4,7,3,1,14814,13514,3,0,0,32,5,1,1,3
535,41,0,2,10,5,2,2,5,5,4,2,19141,8861,3,0,3,23,21,6,12,6
536,60,0,0,16,3,1,3,2,0,1,0,5405,11924,8,0,0,10,2,2,2,2
537,27,0,1,10,0,4,3,3,3,1,2,8793,4809,1,0,2,9,9,7,1,7
538,41,0,2,1,5,4,2,5,5,3,1,19189,19562,1,0,1,22,22,7,2,10
539,50,0,0,8,3,4,3,1,6,2,1,3875,9983,7,0,1,4,2,2,2,2
540,28,1,1,1,0,1,1,1,1,2,0,2216,3872,7,1,0,10,7,7,3,7
541,36,0,1,8,0,1,4,3,7,1,1,11713,20335,9,0,1,10,8,7,0,5
542,38,0,1,1,0,3,3,3,3,3,0,7861,15397,4,1,0,10,1,0,0,0
543,44,0,1,24,2,1,1,1,2,3,0,3708,2104,2,0,0,9,5,2,1,4
544,47,0,0,3,2,4,3,4,0,3,2,13770,10225,9,1,2,28,22,2,11,13
545,30,0,0,27,3,3,3,2,0,4,2,5304,25275,7,0,1,10,8,7,7,7
546,29,0,0,10,0,3,3,1,6,3,0,2642,2755,1,0,0,1,1,0,0,0
547,42,1,1,19,2,3,4,1,1,3,2,2759,20366,6,1,0,7,2,2,2,2
548,43,0,0,15,0,4,2,2,0,4,1,6804,23683,3,0,1,7,2,2,2,2
549,34,0,1,8,2,2,3,2,4,3,0,6142,7360,3,0,0,10,5,1,4,3
550,23,0,1,9,2,2,3,1,2,1,1,2500,4344,1,0,1,5,4,3,0,2
551,39,0,2,3,5,3,4,2,8,2,1,6389,18767,9,0,1,12,8,3,3,6
552,56,0,1,9,2,3,3,4,4,4,1,11103,20420,7,0,0,30,10,7,1,1
553,40,0,1,2,2,4,2,1,1,4,0,2342,22929,0,1,0,5,4,2,2,3
554,27,0,1,7,2,4,2,2,4,1,0,6811,23398,8,0,0,9,7,6,0,7
555,29,0,0,10,3,4,3,1,6,2,2,2297,17967,1,0,2,2,2,2,2,2
556,53,0,1,6,0,4,3,2,2,4,0,2450,10919,2,0,0,19,2,2,2,2
557,35,0,1,2,0,4,3,2,4,1,2,5093,4761,2,0,1,16,1,0,0,0
558,32,0,1,24,0,1,3,2,2,4,1,5309,21146,1,0,2,10,10,8,4,7
559,38,0,1,2,2,4,3,1,1,3,1,3057,20471,6,1,1,6,1,0,0,1
560,34,0,1,8,0,2,3,2,3,1,2,5121,4187,3,0,1,7,0,0,0,0
561,52,0,0,3,3,3,2,4,5,1,1,16856,10084,1,0,0,34,34,6,1,16
562,33,1,1,1,1,4,3,1,1,4,0,2686,5207,1,1,0,10,10,9,7,8
563,25,0,0,26,2,3,3,2,0,4,0,6180,22807,1,0,0,6,6,5,1,4
564,45,0,0,2,4,2,1,2,6,3,0,6632,12388,0,0,0,9,8,7,3,1
565,23,0,1,10,2,1,4,1,1,3,0,3505,19630,1,0,0,2,2,2,0,2
566,47,1,0,27,0,2,4,2,0,3,0,6397,10339,4,1,0,8,5,4,1,3
567,34,0,0,2,1,4,3,2,0,4,0,6274,18686,1,0,0,6,6,5,1,4
568,55,1,1,2,2,4,3,5,5,1,1,19859,21199,5,1,1,24,5,2,1,4
569,36,0,0,8,0,1,2,3,0,1,0,7587,14229,1,0,0,10,10,7,0,9
570,52,0,1,19,2,4,3,1,1,4,1,4258,26589,0,0,1,5,4,3,1,2
571,26,0,1,1,0,1,1,1,2,4,2,4364,5288,3,0,1,5,2,2,2,0
572,29,0,1,27,2,2,3,2,4,3,1,4335,25549,4,0,1,11,8,7,1,1
573,26,1,0,8,4,4,2,2,0,1,0,5326,3064,6,0,0,6,4,3,1,2
574,34,0,1,1,0,2,4,1,1,4,0,3280,13551,2,0,0,10,4,2,1,3
575,54,0,1,19,2,4,3,2,3,1,2,5485,22670,9,1,2,9,5,3,1,4
576,27,0,0,8,3,3,3,2,0,4,1,4342,24008,0,0,1,5,4,2,1,1
577,37,0,1,10,0,4,3,1,1,1,2,2782,19905,0,1,2,6,5,3,4,3
578,38,0,1,2,0,1,4,2,3,1,0,5980,26085,6,1,0,17,15,7,4,12
579,34,0,1,2,2,3,2,1,1,1,0,4381,7530,1,0,0,6,6,5,1,3
580,35,0,0,8,0,1,3,1,6,4,1,2572,20317,1,0,1,3,3,2,0,2
581,30,0,1,1,0,4,1,1,2,3,1,3833,24375,3,0,2,7,2,2,0,2
582,40,0,1,2,2,3,4,2,4,2,1,4244,9931,1,0,1,8,8,7,3,7
583,34,0,0,8,0,3,3,2,0,1,1,6500,13305,5,0,1,6,3,2,1,2
584,42,0,1,8,0,2,3,5,5,4,2,18430,16225,1,0,1,24,24,7,14,9
585,23,1,1,6,0,3,4,1,2,1,1,1601,3445,1,1,2,1,0,0,0,0
586,24,0,1,9,0,3,2,1,2,2,2,2694,26551,1,0,3,1,1,0,0,0
587,52,0,1,11,0,4,3,2,2,3,1,3149,21821,8,0,1,9,5,2,1,4
588,50,0,1,2,2,3,3,4,7,3,1,17639,6881,5,0,0,30,4,3,0,3
589,29,1,1,1,0,2,2,1,2,1,1,2319,6689,1,1,1,1,1,0,0,0
590,33,0,1,7,2,3,3,3,7,3,1,11691,25995,0,0,0,14,13,9,3,7
591,33,1,0,16,3,1,3,2,0,1,0,5324,26507,5,0,0,6,3,2,0,2
592,47,0,1,2,1,3,3,4,5,4,1,16752,12982,1,1,1,26,26,14,3,0
593,36,0,1,1,1,3,3,2,3,2,1,5228,23361,0,0,1,10,9,7,0,5
594,29,0,1,23,0,3,4,1,1,3,1,2700,23779,1,0,1,10,10,7,0,7
595,58,1,1,2,0,4,3,5,7,2,0,19246,25761,7,1,0,40,31,15,13,8
